id,name,ability,type,classfication,hp,attack,defense,sp_attack,sp_defense,speed,pokedex_number,capture_rate,height_m,weight_kg,generation,is_legendary,percentage_male,experience_growth,image
415,Combee,Honey Gather,bug,Tiny Bee Pokemon,30,30,42,30,42,70,415,120,0.3,5.5,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,Vespiquen,Pressure,bug,Beehive Pokemon,70,80,102,80,102,40,416,45,1.2,38.5,4,0,0,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,Pachirisu,Run Away,electric,EleSquirrel Pokemon,60,45,70,45,90,95,417,200,0.4,3.9,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,Buizel,Swift Swim,water,Sea Weasel Pokemon,55,65,35,60,30,85,418,190,0.7,29.5,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,Floatzel,Swift Swim,water,Sea Weasel Pokemon,85,105,55,85,50,115,419,75,1.1,33.5,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,Cherubi,Chlorophyll,grass,Cherry Pokemon,45,35,45,62,53,35,420,190,0.4,3.3,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,Cherrim,Flower Gift,grass,Blossom Pokemon,70,60,70,87,78,85,421,75,0.5,9.3,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,Shellos,Sticky Hold,water,Sea Slug Pokemon,76,48,48,57,62,34,422,190,0.3,6.3,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,Gastrodon,Sticky Hold,water,Sea Slug Pokemon,111,83,68,92,82,39,423,75,0.9,29.9,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,Ambipom,Technician,normal,Long Tail Pokemon,75,100,66,60,66,115,424,45,1.2,20.3,4,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,Drifloon,Aftermath,ghost,Balloon Pokemon,90,50,34,60,44,70,425,125,0.4,1.2,4,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,Drifblim,Aftermath,ghost,Blimp Pokemon,150,80,44,90,54,80,426,60,1.2,15,4,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,Buneary,Run Away,normal,Rabbit Pokemon,55,66,44,44,56,85,427,190,0.4,5.5,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,Lopunny,Cute Charm,normal,Rabbit Pokemon,65,136,94,54,96,135,428,60,1.2,33.3,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,Mismagius,Levitate,ghost,Magical Pokemon,60,60,60,105,105,105,429,45,0.9,4.4,4,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,Honchkrow,Insomnia,dark,Big Boss Pokemon,100,125,52,105,52,71,430,30,0.9,27.3,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,Glameow,Limber,normal,Catty Pokemon,49,55,42,42,37,85,431,190,0.5,3.9,4,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,Purugly,Thick Fat,normal,Tiger Cat Pokemon,71,82,64,64,59,112,432,75,1,43.8,4,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,Chingling,Levitate,psychic,Bell Pokemon,45,30,50,65,50,45,433,120,0.2,0.6,4,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,Stunky,Stench,poison,Skunk Pokemon,63,63,47,41,41,74,434,225,0.4,19.2,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,Skuntank,Stench,poison,Skunk Pokemon,103,93,67,71,61,84,435,60,1,38,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,Bronzor,Levitate,steel,Bronze Pokemon,57,24,86,24,86,23,436,255,0.5,60.5,4,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,Bronzong,Levitate,steel,Bronze Bell Pokemon,67,89,116,79,116,33,437,90,1.3,187,4,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,Bonsly,Sturdy,rock,Bonsai Pokemon,50,80,95,10,45,10,438,255,0.5,15,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,Mime Jr.,Soundproof,psychic,Mime Pokemon,20,25,45,70,90,60,439,145,0.6,13,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,Happiny,Natural Cure,normal,Playhouse Pokemon,100,5,5,15,65,30,440,130,0.6,24.4,4,0,0,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,Chatot,Keen Eye,normal,Music Note Pokemon,76,65,45,92,42,91,441,30,0.5,1.9,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,Spiritomb,Pressure,ghost,Forbidden Pokemon,50,92,108,92,108,35,442,100,1,108,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,Gible,Sand Veil,dragon,Land Shark Pokemon,58,70,45,40,45,42,443,45,0.7,20.5,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,Gabite,Sand Veil,dragon,Cave Pokemon,68,90,65,50,55,82,444,45,1.4,56,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,Garchomp,Sand Veil,dragon,Mach Pokemon,108,170,115,120,95,92,445,45,1.9,95,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,Munchlax,Pickup,normal,Big Eater Pokemon,135,85,40,40,85,5,446,50,0.6,105,4,0,88.1,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,Riolu,Steadfast,fighting,Emanation Pokemon,40,70,40,35,40,60,447,75,0.7,20.2,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,Lucario,Steadfast,fighting,Aura Pokemon,70,145,88,140,70,112,448,45,1.2,54,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,Hippopotas,Sand Stream,ground,Hippo Pokemon,68,72,78,38,42,32,449,140,0.8,49.5,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,Hippowdon,Sand Stream,ground,Heavyweight Pokemon,108,112,118,68,72,47,450,60,2,300,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,Skorupi,Battle Armor,poison,Scorpion Pokemon,40,50,90,30,55,65,451,120,0.8,12,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,Drapion,Battle Armor,poison,Ogre Scorp Pokemon,70,90,110,60,75,95,452,45,1.3,61.5,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,Croagunk,Anticipation,poison,Toxic Mouth Pokemon,48,61,40,61,40,50,453,140,0.7,23,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,Toxicroak,Anticipation,poison,Toxic Mouth Pokemon,83,106,65,86,65,85,454,75,1.3,44.4,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,Carnivine,Levitate,grass,Bug Catcher Pokemon,74,100,72,90,72,46,455,200,1.4,27,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,Finneon,Swift Swim,water,Wing Fish Pokemon,49,49,56,49,61,66,456,190,0.4,7,4,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,Lumineon,Swift Swim,water,Neon Pokemon,69,69,76,69,86,91,457,75,1.2,24,4,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,Mantyke,Swift Swim,water,Kite Pokemon,45,20,50,60,120,50,458,25,1,65,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,Snover,Snow Warning,grass,Frosted Tree Pokemon,60,62,50,62,60,40,459,120,1,50.5,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,Abomasnow,Snow Warning,grass,Frosted Tree Pokemon,90,132,105,132,105,30,460,60,2.2,135.5,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,Weavile,Pressure,dark,Sharp Claw Pokemon,70,120,65,45,85,125,461,45,1.1,34,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,Magnezone,Magnet Pull,electric,Magnet Area Pokemon,70,70,115,130,90,60,462,30,1.2,180,4,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,Lickilicky,Own Tempo,normal,Licking Pokemon,110,85,95,80,95,50,463,30,1.7,140,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,Rhyperior,Lightningrod,ground,Drill Pokemon,115,140,130,55,55,40,464,30,2.4,282.8,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,Tangrowth,Chlorophyll,grass,Vine Pokemon,100,100,125,110,50,50,465,30,2,128.6,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,Electivire,Motor Drive,electric,Thunderbolt Pokemon,75,123,67,95,85,95,466,30,1.8,138.6,4,0,75.4,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,Magmortar,Flame Body,fire,Blast Pokemon,75,95,67,125,95,83,467,30,1.6,68,4,0,75.4,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,Togekiss,Hustle,fairy,Jubilee Pokemon,85,50,95,120,115,80,468,30,1.5,38,4,0,88.1,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,Yanmega,Speed Boost,bug,Ogre Darner Pokemon,86,76,86,116,56,95,469,30,1.9,51.5,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,Leafeon,Leaf Guard,grass,Verdant Pokemon,65,110,130,60,65,95,470,45,1,25.5,4,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,Glaceon,Snow Cloak,ice,Fresh Snow Pokemon,65,60,110,130,95,65,471,45,0.8,25.9,4,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,Gliscor,Hyper Cutter,ground,Fang Scorp Pokemon,75,95,125,45,75,95,472,30,2,42.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,Mamoswine,Oblivious,ice,Twin Tusk Pokemon,110,130,80,70,60,80,473,50,2.5,291,4,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
474,Porygon-Z,Adaptability,normal,Virtual Pokemon,85,80,70,135,75,90,474,30,0.9,34,4,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,Gallade,Steadfast,psychic,Blade Pokemon,68,165,95,65,115,110,475,45,1.6,52,4,0,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,Probopass,Sturdy,rock,Compass Pokemon,60,55,145,75,150,40,476,60,1.4,340,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,Dusknoir,Pressure,ghost,Gripper Pokemon,45,100,135,65,135,45,477,45,2.2,106.6,4,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,Froslass,Snow Cloak,ice,Snow Land Pokemon,70,80,70,80,70,110,478,75,1.3,26.6,4,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,Rotom,Levitate,electric,Plasma Pokemon,50,65,107,105,107,86,479,45,0.3,0.3,4,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,Uxie,Levitate,psychic,Knowledge Pokemon,75,75,130,75,130,95,480,3,0.3,0.3,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,Mesprit,Levitate,psychic,Emotion Pokemon,80,105,105,105,105,80,481,3,0.3,0.3,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,Azelf,Levitate,psychic,Willpower Pokemon,75,125,70,125,70,115,482,3,0.3,0.3,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,Dialga,Pressure,steel,Temporal Pokemon,100,120,120,150,100,90,483,3,5.4,683,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,Palkia,Pressure,water,Spatial Pokemon,90,120,100,150,120,100,484,3,4.2,336,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,Heatran,Flash Fire,fire,Lava Dome Pokemon,91,90,106,130,106,77,485,3,1.7,430,4,1,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,Regigigas,Slow Start,normal,Colossal Pokemon,110,160,110,80,110,100,486,3,3.7,420,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,Giratina,Pressure,ghost,Renegade Pokemon,150,120,100,120,100,90,487,3,4.5,750,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,Cresselia,Levitate,psychic,Lunar Pokemon,120,70,120,75,130,85,488,3,1.5,85.6,4,1,0,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,Phione,Hydration,water,Sea Drifter Pokemon,80,80,80,80,80,80,489,30,0.4,3.1,4,0,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,Manaphy,Hydration,water,Seafaring Pokemon,100,100,100,100,100,100,490,3,0.3,1.4,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,Darkrai,Bad Dreams,dark,Pitch-Black Pokemon,70,90,90,135,90,125,491,3,1.5,50.5,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,Shaymin,Natural Cure,grass,Gratitude Pokemon,100,103,75,120,75,127,492,45,0.2,2.1,4,1,,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,Arceus,Multitype,normal,Alpha Pokemon,120,120,120,120,120,120,493,3,3.2,320,4,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,Victini,Victory Star,psychic,Victory Pokemon,100,100,100,100,100,100,494,3,0.4,4,5,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,Snivy,Overgrow,grass,Grass Snake Pokemon,45,45,55,45,55,63,495,45,0.6,8.1,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,Servine,Overgrow,grass,Grass Snake Pokemon,60,60,75,60,75,83,496,45,0.8,16,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,Serperior,Overgrow,grass,Regal Pokemon,75,75,95,75,95,113,497,45,3.3,63,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,Tepig,Blaze,fire,Fire Pig Pokemon,65,63,45,45,45,45,498,45,0.5,9.9,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,Pignite,Blaze,fire,Fire Pig Pokemon,90,93,55,70,55,55,499,45,1,55.5,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,Emboar,Blaze,fire,Mega Fire Pig Pokemon,110,123,65,100,65,65,500,45,1.6,150,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,Oshawott,Torrent,water,Sea Otter Pokemon,55,55,45,63,45,45,501,45,0.5,5.9,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,Dewott,Torrent,water,Discipline Pokemon,75,75,60,83,60,60,502,45,0.8,24.5,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,Samurott,Torrent,water,Formidable Pokemon,95,100,85,108,70,70,503,45,1.5,94.6,5,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,Patrat,Run Away,normal,Scout Pokemon,45,55,39,35,39,42,504,255,0.5,11.6,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,Watchog,Illuminate,normal,Lookout Pokemon,60,85,69,60,69,77,505,255,1.1,27,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,Lillipup,Vital Spirit,normal,Puppy Pokemon,45,60,45,25,45,55,506,255,0.4,4.1,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,Herdier,Intimidate,normal,Loyal Dog Pokemon,65,80,65,35,65,60,507,120,0.9,14.7,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,Stoutland,Intimidate,normal,Big-Hearted Pokemon,85,110,90,45,90,80,508,45,1.2,61,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,Purrloin,Limber,dark,Devious Pokemon,41,50,37,50,37,66,509,255,0.4,10.1,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,Liepard,Limber,dark,Cruel Pokemon,64,88,50,88,50,106,510,90,1.1,37.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,Pansage,Gluttony,grass,Grass Monkey Pokemon,50,53,48,53,48,64,511,190,0.6,10.5,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,Simisage,Gluttony,grass,Thorn Monkey Pokemon,75,98,63,98,63,101,512,75,1.1,30.5,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,Pansear,Gluttony,fire,High Temp Pokemon,50,53,48,53,48,64,513,190,0.6,11,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,Simisear,Gluttony,fire,Ember Pokemon,75,98,63,98,63,101,514,75,1,28,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,Panpour,Gluttony,water,Spray Pokemon,50,53,48,53,48,64,515,190,0.6,13.5,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,Simipour,Gluttony,water,Geyser Pokemon,75,98,63,98,63,101,516,75,1,29,5,0,88.1,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,Munna,Forewarn,psychic,Dream Eater Pokemon,76,25,45,67,55,24,517,190,0.6,23.3,5,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,Musharna,Forewarn,psychic,Drowsing Pokemon,116,55,85,107,95,29,518,75,1.1,60.5,5,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,Pidove,Big Pecks,normal,Tiny Pigeon Pokemon,50,55,50,36,30,43,519,255,0.3,2.1,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,Tranquill,Big Pecks,normal,Wild Pigeon Pokemon,62,77,62,50,42,65,520,120,0.6,15,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,Unfezant,Big Pecks,normal,Proud Pokemon,80,115,80,65,55,93,521,45,1.2,29,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,Blitzle,Lightningrod,electric,Electrified Pokemon,45,60,32,50,32,76,522,190,0.8,29.8,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,Zebstrika,Lightningrod,electric,Thunderbolt Pokemon,75,100,63,80,63,116,523,75,1.6,79.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,Roggenrola,Sturdy,rock,Mantle Pokemon,55,75,85,25,25,15,524,255,0.4,18,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,Boldore,Sturdy,rock,Ore Pokemon,70,105,105,50,40,20,525,120,0.9,102,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,Gigalith,Sturdy,rock,Compressed Pokemon,85,135,130,60,80,25,526,45,1.7,260,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
527,Woobat,Unaware,psychic,Bat Pokemon,65,45,43,55,43,72,527,190,0.4,2.1,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
528,Swoobat,Unaware,psychic,Courting Pokemon,67,57,55,77,55,114,528,45,0.9,10.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
529,Drilbur,Sand Rush,ground,Mole Pokemon,60,85,40,30,45,68,529,120,0.3,8.5,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
530,Excadrill,Sand Rush,ground,Subterrene Pokemon,110,135,60,50,65,88,530,60,0.7,40.4,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
531,Audino,Healer,normal,Hearing Pokemon,103,60,126,80,126,50,531,255,1.1,31,5,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
532,Timburr,Guts,fighting,Muscular Pokemon,75,80,55,25,35,35,532,180,0.6,12.5,5,0,75.4,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
533,Gurdurr,Guts,fighting,Muscular Pokemon,85,105,85,40,50,40,533,90,1.2,40,5,0,75.4,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
534,Conkeldurr,Guts,fighting,Muscular Pokemon,105,140,95,55,65,45,534,45,1.4,87,5,0,75.4,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
535,Tympole,Swift Swim,water,Tadpole Pokemon,50,50,40,50,40,64,535,255,0.5,4.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
536,Palpitoad,Swift Swim,water,Vibration Pokemon,75,65,55,65,55,69,536,120,0.8,17,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
537,Seismitoad,Swift Swim,water,Vibration Pokemon,105,95,75,85,75,74,537,45,1.5,62,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
538,Throh,Guts,fighting,Judo Pokemon,120,100,85,30,85,45,538,45,1.3,55.5,5,0,100,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
539,Sawk,Sturdy,fighting,Karate Pokemon,75,125,75,30,75,85,539,45,1.4,51,5,0,100,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
540,Sewaddle,Swarm,bug,Sewing Pokemon,45,53,70,40,60,42,540,255,0.3,2.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
541,Swadloon,Leaf Guard,bug,Leaf-Wrapped Pokemon,55,63,90,50,80,42,541,120,0.5,7.3,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
542,Leavanny,Swarm,bug,Nurturing Pokemon,75,103,80,70,80,92,542,45,1.2,20.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
543,Venipede,Poison Point,bug,Centipede Pokemon,30,45,59,30,39,57,543,255,0.4,5.3,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
544,Whirlipede,Poison Point,bug,Curlipede Pokemon,40,55,99,40,79,47,544,120,1.2,58.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
545,Scolipede,Poison Point,bug,Megapede Pokemon,60,100,89,55,69,112,545,45,2.5,200.5,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
546,Cottonee,Prankster,grass,Cotton Puff Pokemon,40,27,60,37,50,66,546,190,0.3,0.6,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
547,Whimsicott,Prankster,grass,Windveiled Pokemon,60,67,85,77,75,116,547,75,0.7,6.6,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
548,Petilil,Chlorophyll,grass,Bulb Pokemon,45,35,50,70,50,30,548,190,0.5,6.6,5,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
549,Lilligant,Chlorophyll,grass,Flowering Pokemon,70,60,75,110,75,90,549,75,1.1,16.3,5,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
550,Basculin,Reckless,water,Hostile Pokemon,70,92,65,80,55,98,550,25,1,18,5,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
551,Sandile,Intimidate,ground,Desert Croc Pokemon,50,72,35,35,35,65,551,180,0.7,15.2,5,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
